Timestamp,language,problem
10/30/2023 13:38:28,Python,Mario
10/30/2023 13:38:28,Python,Mario
10/30/2023 13:38:28,Python,Cash
10/30/2023 13:38:29,Python,Inheritance
10/30/2023 13:38:29,Python,Credit
10/30/2023 13:38:29,Python,Mario
10/30/2023 13:38:29,Python,"Hello, It's Me"
10/30/2023 13:38:29,Python,Filter
10/30/2023 13:38:30,Python,"Hello, World"
10/30/2023 13:38:30,Scratch,Scratch
10/30/2023 13:38:30,Python,Readability
10/30/2023 13:38:30,C,"Hello, World"
10/30/2023 13:38:30,C,Speller
10/30/2023 13:38:31,Scratch,"Hello, World"
10/30/2023 13:38:31,Python,Speller
10/30/2023 13:38:31,Python,"Hello, World"
10/30/2023 13:38:32,Python,Scrabble
10/30/2023 13:38:32,Scratch,"Hello, World"
10/30/2023 13:38:32,C,Tideman
10/30/2023 13:38:33,Python,Speller
10/30/2023 13:38:33,C,Readability
10/30/2023 13:38:33,Python,Speller
10/30/2023 13:38:33,Python,DNA
10/30/2023 13:38:33,Python,Sort
10/30/2023 13:38:33,Python,Credit
10/30/2023 13:38:33,C,Filter
10/30/2023 13:38:33,Python,Substitution
10/30/2023 13:38:34,C,Tideman
10/30/2023 13:38:34,Python,Mario
10/30/2023 13:38:34,C,Credit
10/30/2023 13:38:34,Python,Substitution
10/30/2023 13:38:34,Scratch,Scratch
10/30/2023 13:38:34,Python,Inheritance
10/30/2023 13:38:34,Python,Mario
10/30/2023 13:38:35,Python,Filter
10/30/2023 13:38:35,Python,Cash
10/30/2023 13:38:35,Python,Runoff
10/30/2023 13:38:35,Python,Caesar
10/30/2023 13:38:35,Python,"Hello, World"
10/30/2023 13:38:35,Python,Filter
10/30/2023 13:38:36,Python,Tideman
10/30/2023 13:38:36,Python,Runoff
10/30/2023 13:38:36,C,DNA
10/30/2023 13:38:36,Python,DNA
10/30/2023 13:38:36,Python,"Hello, World"
10/30/2023 13:38:36,Python,Readability
10/30/2023 13:38:36,Python,"Hello, World"
10/30/2023 13:38:37,Python,"Hello, It's Me"
10/30/2023 13:38:37,Python,DNA
10/30/2023 13:38:37,Python,Scratch
10/30/2023 13:38:37,Python,Mario
10/30/2023 13:38:37,C,Filter
10/30/2023 13:38:38,Scratch,"Hello, World"
10/30/2023 13:38:38,Python,Caesar
10/30/2023 13:38:38,Scratch,Readability
10/30/2023 13:38:38,Python,Filter
10/30/2023 13:38:38,Python,Readability
10/30/2023 13:38:38,C,Tideman
10/30/2023 13:38:38,Scratch,Scratch
10/30/2023 13:38:38,Python,Cash
10/30/2023 13:38:38,Python,"Hello, World"
10/30/2023 13:38:38,Python,Mario
10/30/2023 13:38:39,C,"Hello, World"
10/30/2023 13:38:39,Python,Speller
10/30/2023 13:38:39,Python,Recover
10/30/2023 13:38:39,Python,Sort
10/30/2023 13:38:40,C,Readability
10/30/2023 13:38:40,Python,"Hello, World"
10/30/2023 13:38:40,Python,Readability
10/30/2023 13:38:40,Python,Filter
10/30/2023 13:38:40,Scratch,Cash
10/30/2023 13:38:40,Scratch,Plurality
10/30/2023 13:38:40,Python,"Hello, World"
10/30/2023 13:38:41,Python,Readability
10/30/2023 13:38:41,C,Cash
10/30/2023 13:38:41,Scratch,Scratch
10/30/2023 13:38:41,Python,Filter
10/30/2023 13:38:41,Python,"Hello, World"
10/30/2023 13:38:41,Python,Speller
10/30/2023 13:38:41,Scratch,Scratch
10/30/2023 13:38:42,C,"Hello, World"
10/30/2023 13:38:42,Scratch,Runoff
10/30/2023 13:38:42,Python,Tideman
10/30/2023 13:38:42,C,Readability
10/30/2023 13:38:42,Python,Filter
10/30/2023 13:38:43,C,Filter
10/30/2023 13:38:43,Python,"Hello, World"
10/30/2023 13:38:44,Python,Speller
10/30/2023 13:38:44,Python,"Hello, World"
10/30/2023 13:38:45,Python,Mario
10/30/2023 13:38:45,Python,Mario
10/30/2023 13:38:45,C,Substitution
10/30/2023 13:38:45,Python,Filter
10/30/2023 13:38:45,Python,Filter
10/30/2023 13:38:45,Python,Mario
10/30/2023 13:38:46,Python,Recover
10/30/2023 13:38:46,Python,Readability
10/30/2023 13:38:46,Python,Scratch
10/30/2023 13:38:46,Python,"Hello, It's Me"
10/30/2023 13:38:46,Python,"Hello, World"
10/30/2023 13:38:47,Python,"Hello, World"
10/30/2023 13:38:47,Python,Filter
10/30/2023 13:38:47,Scratch,Scratch
10/30/2023 13:38:47,Python,Tideman
10/30/2023 13:38:47,Python,Mario
10/30/2023 13:38:47,Python,Filter
10/30/2023 13:38:48,Python,Inheritance
10/30/2023 13:38:48,Scratch,Filter
10/30/2023 13:38:48,Python,"Hello, World"
10/30/2023 13:38:48,Python,Tideman
10/30/2023 13:38:49,Python,Speller
10/30/2023 13:38:49,C,Tideman
10/30/2023 13:38:49,Python,Credit
10/30/2023 13:38:50,Python,Readability
10/30/2023 13:38:50,C,Inheritance
10/30/2023 13:38:50,C,Runoff
10/30/2023 13:38:50,C,Tideman
10/30/2023 13:38:51,Python,Filter
10/30/2023 13:38:52,Python,Caesar
10/30/2023 13:38:51,Python,"Hello, World"
10/30/2023 13:38:51,Python,Caesar
10/30/2023 13:38:51,C,Mario
10/30/2023 13:38:52,Python,DNA
10/30/2023 13:38:52,C,Filter
10/30/2023 13:38:52,C,Sort
10/30/2023 13:38:52,Python,Cash
10/30/2023 13:38:52,Python,Mario
10/30/2023 13:38:53,Python,"Hello, World"
10/30/2023 13:38:53,Scratch,Mario
10/30/2023 13:38:53,C,Scratch
10/30/2023 13:38:53,Python,Sort
10/30/2023 13:38:53,Python,Mario
10/30/2023 13:38:53,Python,Speller
10/30/2023 13:38:53,C,Sort
10/30/2023 13:38:53,Python,DNA
10/30/2023 13:38:54,Scratch,Mario
10/30/2023 13:38:54,Python,"Hello, World"
10/30/2023 13:38:54,Python,Substitution
10/30/2023 13:38:55,C,Speller
10/30/2023 13:38:55,C,Tideman
10/30/2023 13:38:55,Python,Inheritance
10/30/2023 13:38:56,Python,"Hello, World"
10/30/2023 13:38:56,Python,DNA
10/30/2023 13:38:56,Python,Speller
10/30/2023 13:38:56,Python,Sort
10/30/2023 13:38:57,Python,"Hello, World"
10/30/2023 13:38:57,Python,Caesar
10/30/2023 13:38:57,C,Tideman
10/30/2023 13:38:57,Python,Inheritance
10/30/2023 13:38:57,Python,Caesar
10/30/2023 13:38:58,Python,"Hello, It's Me"
10/30/2023 13:38:58,Python,"Hello, World"
10/30/2023 13:38:58,Python,Scratch
10/30/2023 13:38:58,C,Sort
10/30/2023 13:38:58,C,Tideman
10/30/2023 13:38:58,Python,DNA
10/30/2023 13:38:58,Python,Caesar
10/30/2023 13:38:58,Python,Readability
10/30/2023 13:38:59,Python,Plurality
10/30/2023 13:38:59,Python,DNA
10/30/2023 13:38:59,Python,Speller
10/30/2023 13:38:59,Python,Sort
10/30/2023 13:38:59,Python,Caesar
10/30/2023 13:39:00,Python,Filter
10/30/2023 13:39:00,Python,"Hello, World"
10/30/2023 13:39:00,C,Filter
10/30/2023 13:39:00,Scratch,Cash
10/30/2023 13:39:00,Scratch,"Hello, World"
10/30/2023 13:39:01,C,Mario
10/30/2023 13:39:01,C,Scratch
10/30/2023 13:38:59,Python,DNA
10/30/2023 13:39:00,Python,"Hello, World"
10/30/2023 13:39:01,Python,Filter
10/30/2023 13:39:01,C,Speller
10/30/2023 13:39:01,Scratch,"Hello, World"
10/30/2023 13:39:01,Python,Caesar
10/30/2023 13:39:02,Python,Caesar
10/30/2023 13:39:02,Python,Scratch
10/30/2023 13:39:02,Python,Scratch
10/30/2023 13:39:02,Python,Mario
10/30/2023 13:39:02,C,Tideman
10/30/2023 13:39:03,Python,Credit
10/30/2023 13:39:03,Scratch,Scratch
10/30/2023 13:39:03,Python,"Hello, It's Me"
10/30/2023 13:39:03,Python,Sort
10/30/2023 13:39:03,Python,Sort
10/30/2023 13:39:04,Python,"Hello, World"
10/30/2023 13:39:04,Python,Mario
10/30/2023 13:39:04,Python,"Hello, World"
10/30/2023 13:39:04,Python,Readability
10/30/2023 13:39:01,C,Recover
10/30/2023 13:39:01,Python,Readability
10/30/2023 13:39:02,Python,Filter
10/30/2023 13:39:05,C,Caesar
10/30/2023 13:39:06,Python,Speller
10/30/2023 13:39:06,C,Caesar
10/30/2023 13:39:07,Python,Sort
10/30/2023 13:39:07,C,Filter
10/30/2023 13:39:07,Scratch,Scratch
10/30/2023 13:39:07,Scratch,Readability
10/30/2023 13:39:07,C,DNA
10/30/2023 13:39:07,Python,Scratch
10/30/2023 13:39:08,Python,DNA
10/30/2023 13:39:08,Python,Cash
10/30/2023 13:39:08,Python,"Hello, World"
10/30/2023 13:39:09,Python,DNA
10/30/2023 13:39:09,Python,Filter
10/30/2023 13:39:10,Python,Caesar
10/30/2023 13:39:10,C,"Hello, World"
10/30/2023 13:39:11,Python,Speller
10/30/2023 13:39:11,Python,Caesar
10/30/2023 13:39:12,Python,Speller
10/30/2023 13:39:12,Python,Mario
10/30/2023 13:39:13,Python,Mario
10/30/2023 13:39:13,Python,"Hello, World"
10/30/2023 13:39:13,C,Readability
10/30/2023 13:39:13,Python,Inheritance
10/30/2023 13:39:14,Python,Sort
10/30/2023 13:39:14,Python,Filter
10/30/2023 13:39:15,Python,Speller
10/30/2023 13:39:15,Python,Filter
10/30/2023 13:39:15,Python,Sort
10/30/2023 13:39:15,Python,Caesar
10/30/2023 13:39:15,C,Plurality
10/30/2023 13:39:15,Python,Speller
10/30/2023 13:39:16,Python,Runoff
10/30/2023 13:39:16,Scratch,Scratch
10/30/2023 13:39:17,Python,Cash
10/30/2023 13:39:17,C,Credit
10/30/2023 13:39:17,Python,Volume
10/30/2023 13:39:17,Python,"Hello, World"
10/30/2023 13:39:17,Python,"Hello, World"
10/30/2023 13:39:18,Python,Sort
10/30/2023 13:39:19,Python,"Hello, It's Me"
10/30/2023 13:39:19,Python,"Hello, World"
10/30/2023 13:39:20,Python,Inheritance
10/30/2023 13:39:20,Python,Filter
10/30/2023 13:39:21,Scratch,Readability
10/30/2023 13:39:21,Python,DNA
10/30/2023 13:39:21,Python,DNA
10/30/2023 13:39:21,Python,Caesar
10/30/2023 13:39:21,Python,"Hello, World"
10/30/2023 13:39:23,Python,"Hello, It's Me"
10/30/2023 13:39:23,C,Speller
10/30/2023 13:39:23,Python,"Hello, World"
10/30/2023 13:39:23,Python,Sort
10/30/2023 13:39:24,Python,Sort
10/30/2023 13:39:24,Python,Readability
10/30/2023 13:39:24,Python,"Hello, World"
10/30/2023 13:39:25,Python,Caesar
10/30/2023 13:39:25,Python,DNA
10/30/2023 13:39:26,Python,Inheritance
10/30/2023 13:39:27,Python,"Hello, World"
10/30/2023 13:39:27,Python,"Hello, World"
10/30/2023 13:39:28,Python,Cash
10/30/2023 13:39:28,C,Scratch
10/30/2023 13:39:28,Python,"Hello, World"
10/30/2023 13:39:29,Python,"Hello, World"
10/30/2023 13:39:30,C,Inheritance
10/30/2023 13:39:30,Python,"Hello, It's Me"
10/30/2023 13:39:30,Python,Caesar
10/30/2023 13:39:31,C,Caesar
10/30/2023 13:39:32,Python,Cash
10/30/2023 13:39:32,Python,Recover
10/30/2023 13:39:32,C,Speller
10/30/2023 13:39:33,C,DNA
10/30/2023 13:39:33,Python,Caesar
10/30/2023 13:39:34,Python,Filter
10/30/2023 13:39:34,C,"Hello, World"
10/30/2023 13:39:36,Python,DNA
10/30/2023 13:39:37,Python,"Hello, World"
10/30/2023 13:39:37,Python,Scratch
10/30/2023 13:39:38,Python,Readability
10/30/2023 13:39:39,C,Sort
10/30/2023 13:39:40,Python,Mario
10/30/2023 13:39:40,C,"Hello, World"
10/30/2023 13:39:40,Python,Sort
10/30/2023 13:39:43,Scratch,Cash
10/30/2023 13:39:43,Scratch,"Hello, World"
10/30/2023 13:39:43,C,Speller
10/30/2023 13:39:44,C,DNA
10/30/2023 13:39:47,Python,"Hello, World"
10/30/2023 13:39:48,C,DNA
10/30/2023 13:39:50,C,Plurality
10/30/2023 13:39:53,C,Cash
10/30/2023 13:39:53,Python,Sort
10/30/2023 13:39:54,Python,DNA
10/30/2023 13:39:55,Python,Scratch
10/30/2023 13:39:56,Python,Scratch
10/30/2023 13:39:58,Python,"Hello, It's Me"
10/30/2023 13:39:58,C,Inheritance
10/30/2023 13:39:59,Python,Speller
10/30/2023 13:39:59,C,DNA
10/30/2023 13:40:02,Python,Readability
10/30/2023 13:40:05,Scratch,Sort
10/30/2023 13:40:06,Python,"Hello, World"
10/30/2023 13:40:07,Python,Filter
10/30/2023 13:40:08,Python,DNA
10/30/2023 13:40:12,C,Sort
10/30/2023 13:40:14,Python,Scrabble
10/30/2023 13:40:15,C,Sort
10/30/2023 13:40:22,C,Sort
10/30/2023 13:40:26,Python,"Hello, World"
10/30/2023 13:40:31,Python,"Hello, World"
10/30/2023 13:40:31,Python,Filter
10/30/2023 13:40:32,C,Filter
10/30/2023 13:40:38,C,Sort
10/30/2023 13:40:38,Python,Sort
10/30/2023 13:40:42,Python,Runoff
10/30/2023 13:40:42,C,Filter
10/30/2023 13:40:48,Python,Scratch
10/30/2023 13:40:58,Python,Cash
10/30/2023 13:40:59,C,Sort
10/30/2023 13:41:03,C,Mario
10/30/2023 13:41:05,C,Inheritance
10/30/2023 13:41:09,C,Sort
10/30/2023 13:41:21,C,Sort
